name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
"14"" Laptop Sleeve – Leather","Protect your laptop with this 14-inch leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Generic,2000.0,2500,15,Bags,"data/Bage sleeve bag leather@2500.jpeg,data/Black pu leather sleeve@2500.jpeg,data/Brown sleeve leather @2500.jpeg,data/Blue sleeve leather @2000.jpeg,data/Grey pu leather sleeve bag@2500.jpeg,data/Grey sleeve bag leather@2500.jpeg,data/Green sleeve bag leather@2k.jpeg","{""Material"": ""Leather"", ""Color"": ""Black"", ""Size"": ""14\""""}","[{""id"": ""a43126b0-4c49-4e96-9573-1480d73a5527"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""4d5095bb-9983-4318-b069-137f3438d0c9"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""83e17e9b-2ece-47eb-9da1-50d7ba99e7b6"", ""name"": ""Blue"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""b37522f3-5659-4214-ae84-5ee9b7415880"", ""name"": ""Brown"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""93759d80-83de-468e-b00d-feee0765f719"", ""name"": ""Green"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""5da1091a-7f54-4951-8f7a-74124a910f60"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""f45d6777-f775-488d-a8d8-10f596dd521a"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}]"
"15.6"" Laptop Bag – Anti-theft","Protect your laptop with this durable 15.6-inch anti-theft laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Generic,4000.0,5000,15,Bags,"data/Brown biowang antitheft@4000.jpeg,data/Reflector biowang antitheft@4k.jpeg,data/Blue biowang antitheft@4k.jpeg,data/Black biowang antitheft @4000.jpeg,data/Wiersoon antitheft backpack @4500.jpeg","{""Material"": ""Anti-theft"", ""Color"": ""Black"", ""Size"": ""15.6\""""}","[{""id"": ""f763a1a3-d0a5-4f1e-bca0-1d855fa4a16c"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""cdd192c1-49d9-494c-9e50-05c925c1afee"", ""name"": ""Blue"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""07445c67-d7b1-412c-bf1d-287219d406da"", ""name"": ""Brown"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""32bb2c1c-7084-4985-94d8-e168f7f1875b"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""0b35b5c7-c854-4137-8f16-a856ccb9524e"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}]"
"15.6"" Laptop Bag – Waterproof, Padded","Protect your laptop with this durable 15.6-inch waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Generic,2000.0,2500,15,Bags,"data/Jungle green business king@3k.jpeg,data/Huan lv backpack@3500.jpeg,data/Dark brown jeep side bag @4500.jpeg,data/Lines laptop backpack @2k.jpeg,data/Blue nuoxiya 2 way side@4500.jpeg,data/Grey haoyu laptop bag@3500.jpeg,data/U green backpack@4k.jpeg,data/Blue haoyu laptop backpack@3500.jpeg,data/Brown jeep side bag @4500.jpeg,data/Black nuoxiya 2 way side@4k.jpeg,data/Ponasso side bag black@3500.jpeg,data/Black haoyu backpack@3500.jpeg,data/Brown business king@3k.jpeg,data/Black business king@3000.jpeg,data/Black nuoxiya 3 way backpack @5k.jpeg,data/Black nuoxiya 3 way medium @4k.jpeg","{""Material"": ""Waterproof, Padded"", ""Color"": ""Black"", ""Size"": ""15.6\""""}","[{""id"": ""1ea02485-071f-47d9-9058-b774d47f463e"", ""name"": ""Black"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""bd8f8e2d-642e-4858-9a2b-430fc6af8967"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""376955f1-9c6b-43e0-a346-81c9edfa48ac"", ""name"": ""Black"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""ba9e2a94-53fa-411f-8e14-22ca84ea7f5b"", ""name"": ""Black"", ""priceOffset"": 3000.0, ""stock"": 5}, {""id"": ""0d5328d6-7e74-4fe1-a6e1-8f4ea2b72b4e"", ""name"": ""Black"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""6b6cf4fc-aef3-4da0-841a-a0db35fea058"", ""name"": ""Blue"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""ae95173f-4e2a-4d6f-803d-ee8009602453"", ""name"": ""Blue"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""e3733ecf-46b0-4180-80e4-9e443c726372"", ""name"": ""Brown"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""67859ef8-cac8-46b0-ba53-dabeed631636"", ""name"": ""Brown"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""ae104cdf-c733-4821-9185-943d5147b287"", ""name"": ""Brown"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""4bee19a8-1157-490e-a7cf-b128b9fd3c82"", ""name"": ""Grey"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""cc7de881-772c-4a66-a135-b6d46c492176"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""012c9753-c472-4d7a-b456-7ff20625f1c5"", ""name"": ""Green"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""b90c759f-3b71-4f68-90cb-c9327f61fdbd"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""4cc9ef26-6170-43fa-b100-76d247eed998"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""0a665fd0-5566-4128-805d-2e643a9c60c0"", ""name"": ""Green"", ""priceOffset"": 2000.0, ""stock"": 5}]"
"14"" Laptop Sleeve – Padded, Protective","Protect your laptop with this 14-inch padded, protective laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Generic,1500.0,2000,15,Bags,"data/Purple sleeve bag@1500.jpeg,data/Grey sleeve bag with handles@2000.jpeg,data/Pink sleeve bag@1500.jpeg,data/Black sleeve bag with handles@2000.jpeg","{""Material"": ""Padded, Protective"", ""Color"": ""Black"", ""Size"": ""14\""""}","[{""id"": ""ec845208-8da3-4e97-8737-291aa748f872"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""52a89f44-f523-4575-a507-910229964d43"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""ead399d7-b18a-4ba1-9d38-621b2615ae7d"", ""name"": ""Pink"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""7013f52a-982c-41db-89d7-8a2a50e20f08"", ""name"": ""Purple"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP x2 detachable,HP x2 detachable 8/256,Hp,28000.0,33500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""eaca2a48-c371-43bb-abaf-9a2fda21e06c"", ""name"": ""8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 745 G6 ryzen7,HP 745 G6 ryzen7 8/266,Hp,32500.0,39000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/HP 745 G6 ryzen7.jfif,"{""Processor"": ""AMD Ryzen7"", ""RAM"": ""8GB"", ""Storage"": ""266GB""}","[{""id"": ""984b207c-6ec0-48ba-aa12-8a27cec1720f"", ""name"": ""8/266"", ""priceOffset"": 0.0, ""stock"": 5}]"
T460,T460 i5 8/256,Generic,24000.0,29000,15,Laptops,,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""3d32f60a-f106-4093-8e95-fee761fcb5be"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
T470,T470 i7 8/256,Generic,26000.0,31000,15,Laptops,,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""047640d9-984d-462f-b779-c766ce4453a7"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X240,X240 i5 8/256,Generic,19500.0,23500,15,Laptops,,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""e1c854bc-cfb6-4968-90e4-2be9fd809533"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X250,X250 i5 7/256,Generic,20000.0,24000,15,Laptops,,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""da68be2e-c7ee-4fbc-9446-a363f047c459"", ""name"": ""i5 7/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""687ff212-8a0d-4492-ae8c-875cdcfd646a"", ""name"": ""i7 8/256"", ""priceOffset"": 4000.0, ""stock"": 5}]"
