name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs,variants
"14"" Laptop Sleeve – Leather","Protect your laptop with this 14-inch leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Generic,2000.0,2500,15,Bags,"data/Grey sleeve bag leather@2500.jpeg,data/Bage sleeve bag leather@2500.jpeg,data/Grey pu leather sleeve bag@2500.jpeg,data/Blue sleeve leather @2000.jpeg,data/Brown sleeve leather @2500.jpeg,data/Black pu leather sleeve@2500.jpeg,data/Green sleeve bag leather@2k.jpeg","{""Material"": ""Leather"", ""Color"": ""Black"", ""Size"": ""14\""""}","[{""id"": ""47d0eed8-7058-4b2e-963a-4db80eca0a90"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""2ef4a059-225c-428c-9430-7b8776a124fb"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""54f99a38-85cf-4d2d-9a18-a315d6b66bc4"", ""name"": ""Blue"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""96e0496c-435d-4b1e-9a26-a97b197a5a90"", ""name"": ""Brown"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""108d93ed-f374-4569-9f99-f1f4158f114b"", ""name"": ""Green"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""29227b89-3660-459d-8c92-bf5a92aea3d9"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""139cbcdc-5a04-44ca-bfaa-a8b4d4fb8c79"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}]"
"15.6"" Laptop Bag – Anti-theft","Protect your laptop with this durable 15.6-inch anti-theft laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Generic,4000.0,5000,15,Bags,"data/Black biowang antitheft @4000.jpeg,data/Reflector biowang antitheft@4k.jpeg,data/Brown biowang antitheft@4000.jpeg,data/Blue biowang antitheft@4k.jpeg,data/Wiersoon antitheft backpack @4500.jpeg","{""Material"": ""Anti-theft"", ""Color"": ""Black"", ""Size"": ""15.6\""""}","[{""id"": ""27f450bd-66b3-4c5d-8be6-79d2905103c1"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""a76e773e-94e8-4fe5-876c-745332b62738"", ""name"": ""Blue"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""3e4bbd12-a2cb-41b8-ac17-34e2331940e2"", ""name"": ""Brown"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""e6b54abb-1865-4e07-af64-b02f05ef6b53"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""d8e9fa31-5002-4011-aec4-9ef48e94aee4"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}]"
"15.6"" Laptop Bag – Waterproof, Padded","Protect your laptop with this durable 15.6-inch waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Generic,2000.0,2500,15,Bags,"data/Jungle green business king@3k.jpeg,data/Black nuoxiya 3 way medium @4k.jpeg,data/Blue nuoxiya 2 way side@4500.jpeg,data/Huan lv backpack@3500.jpeg,data/Lines laptop backpack @2k.jpeg,data/Black nuoxiya 2 way side@4k.jpeg,data/Black nuoxiya 3 way backpack @5k.jpeg,data/Ponasso side bag black@3500.jpeg,data/U green backpack@4k.jpeg,data/Brown business king@3k.jpeg,data/Black haoyu backpack@3500.jpeg,data/Dark brown jeep side bag @4500.jpeg,data/Grey haoyu laptop bag@3500.jpeg,data/Brown jeep side bag @4500.jpeg,data/Blue haoyu laptop backpack@3500.jpeg,data/Black business king@3000.jpeg","{""Material"": ""Waterproof, Padded"", ""Color"": ""Black"", ""Size"": ""15.6\""""}","[{""id"": ""71b5722e-6567-43eb-a7e6-dbea675e272b"", ""name"": ""Black"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""6c5c7b5e-aa1f-4e75-ab7d-692d35e070e7"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""1837371e-75a7-4aa1-905a-a0cec27d60ba"", ""name"": ""Black"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""0faad33f-bc72-4bcd-96cd-5f77aa8adb04"", ""name"": ""Black"", ""priceOffset"": 3000.0, ""stock"": 5}, {""id"": ""adc7b19f-b0a2-4fb9-9571-b5e53cd12a5d"", ""name"": ""Black"", ""priceOffset"": 2000.0, ""stock"": 5}, {""id"": ""5340f412-119e-4877-8ed1-b0d1228ce105"", ""name"": ""Blue"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""95971c84-188c-4cfd-9a19-b64bb9270e5a"", ""name"": ""Blue"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""fb921b7e-78d5-4ed5-bca0-96238abc2f94"", ""name"": ""Brown"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""ac34097e-5f03-4688-b838-6abef2f39d36"", ""name"": ""Brown"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""b623ea7b-c1e0-4c5b-83c2-44083cdaf21b"", ""name"": ""Brown"", ""priceOffset"": 2500.0, ""stock"": 5}, {""id"": ""aa52492d-94bd-482f-a5b5-7d521fccdce6"", ""name"": ""Grey"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""010c7420-5fc9-453f-8803-d418079f18c1"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""2c393272-b958-4567-aaa3-d4af1af9036b"", ""name"": ""Green"", ""priceOffset"": 1000.0, ""stock"": 5}, {""id"": ""0289816a-0cc6-41e7-917e-e2700db6c11e"", ""name"": ""Black"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""b953b940-7386-4f22-b688-3a4b749abb04"", ""name"": ""Black"", ""priceOffset"": 1500.0, ""stock"": 5}, {""id"": ""8bb42307-b40f-4299-8200-f31a531a36e7"", ""name"": ""Green"", ""priceOffset"": 2000.0, ""stock"": 5}]"
"14"" Laptop Sleeve – Padded, Protective","Protect your laptop with this 14-inch padded, protective laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Generic,1500.0,2000,15,Bags,"data/Black sleeve bag with handles@2000.jpeg,data/Grey sleeve bag with handles@2000.jpeg,data/Purple sleeve bag@1500.jpeg,data/Pink sleeve bag@1500.jpeg","{""Material"": ""Padded, Protective"", ""Color"": ""Black"", ""Size"": ""14\""""}","[{""id"": ""4e4247e7-0294-4d89-8087-74ec1bf1581d"", ""name"": ""Black"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""86c3d748-e756-4f06-bcba-3f7f64739d7c"", ""name"": ""Grey"", ""priceOffset"": 500.0, ""stock"": 5}, {""id"": ""82b3a421-f045-4e72-bc09-f724b8228f4a"", ""name"": ""Pink"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""d8ad90b2-fa98-447f-87b4-531a22770f61"", ""name"": ""Purple"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP x2 detachable,HP x2 detachable 8/256,Hp,28000.0,33500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""fd75395b-48f1-4a68-8b91-37d2251b05d7"", ""name"": ""8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
HP 745 G6 ryzen7,HP 745 G6 ryzen7 8/266,Hp,32500.0,39000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/HP 745 G6 ryzen7.jfif,"{""Processor"": ""AMD Ryzen7"", ""RAM"": ""8GB"", ""Storage"": ""266GB""}","[{""id"": ""fbf4a364-22c9-476a-816d-a0c406f3984a"", ""name"": ""8/266"", ""priceOffset"": 0.0, ""stock"": 5}]"
T460,T460 i5 8/256,Generic,24000.0,29000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T460s i5 6th gen 8ram 256ssd.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""3d585841-40de-4305-99a7-cf8cd225e2ee"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
T470,T470 i7 8/256,Generic,26000.0,31000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/T470s i5 8ram 256ssd.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""2d33629c-2bf1-40b7-92d9-62b91b3e3410"", ""name"": ""i7 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X240,X240 i5 8/256,Generic,19500.0,23500,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i5"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""3f3c0f5d-311e-4052-acee-cf6517e903c9"", ""name"": ""i5 8/256"", ""priceOffset"": 0.0, ""stock"": 5}]"
X250,X250 i5 7/256,Generic,20000.0,24000,15,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,"{""Processor"": ""Intel Core i7"", ""RAM"": ""8GB"", ""Storage"": ""256GB""}","[{""id"": ""92c76153-3569-4ba4-acc4-a99c10f7e1a8"", ""name"": ""i5 7/256"", ""priceOffset"": 0.0, ""stock"": 5}, {""id"": ""c38a2658-70bb-4f1d-8bb7-f430583dc86a"", ""name"": ""i7 8/256"", ""priceOffset"": 4000.0, ""stock"": 5}]"
